# SampleName                                   LogP_lo   LogP_hi   CosZ_lo   CosZ_hi
sk4-5_fc_subgev_1ring_numulike                    2.60      2.80      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.60      2.80      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.60      2.80      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.60      2.80      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    2.80      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20     -1.00     -0.84
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20     -0.84     -0.64
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20     -0.64     -0.45
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20     -0.45     -0.22
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20     -0.22      0.00
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20      0.00      0.22
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20      0.22      0.45
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20      0.45      0.64
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20      0.64      0.84
sk4-5_fc_subgev_1ring_numulike                    3.00      3.20      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.00      2.40      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.40      2.60      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.60      2.80      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 2.80      3.00      0.84      1.00
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20     -1.00     -0.84
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20     -0.84     -0.64
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20     -0.64     -0.45
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20     -0.45     -0.22
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20     -0.22      0.00
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20      0.00      0.22
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20      0.22      0.45
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20      0.45      0.64
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20      0.64      0.84
sk4-5_fc_subgev_1ring_numubarlike                 3.00      3.20      0.84     -1.00
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_nuelike                   3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70     -0.22      0.00
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70      0.00      0.22
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70      0.22      0.45
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70      0.45      0.64
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70      0.64      0.84
sk4-5_fc_multigev_1ring_nuelike                   3.40      3.70      0.84      1.00
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00     -0.22      0.00
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00      0.00      0.22
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00      0.22      0.45
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00      0.45      0.64
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00      0.64      0.84
sk4-5_fc_multigev_1ring_nuelike                   3.70      4.00      0.84      1.00
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_nuelike                   4.00      5.00      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.40      3.70      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       3.70      4.00      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_0neutron       4.00      5.00      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.40      3.70      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       3.70      4.00      0.84      1.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_nuebarlike_1neutron       4.00      5.00      0.84      1.00
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_numulike                  3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_numulike                  3.40      5.00      0.84      1.00
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -1.00     -0.84
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.84     -0.64
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.64     -0.45
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.45     -0.22
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40     -0.22      0.00
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.00      0.22
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.22      0.45
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.45      0.64
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.64      0.84
sk4-5_fc_multigev_1ring_numubarlike               3.00      3.40      0.84      1.00
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -1.00     -0.84
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.84     -0.64
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.64     -0.45
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.45     -0.22
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00     -0.22      0.00
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.00      0.22
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.22      0.45
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.45      0.64
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.64      0.84
sk4-5_fc_multigev_1ring_numubarlike               3.40      5.00      0.84      1.00
